Symbol,Date,Open,High,Low,Close,Volume,ASC SMA,ASC spanTwelveEMA,ASC spanTwntySixEMA,ASC_x,ASC_y
ASC,2021-02-05,3.6,3.645,3.57,3.59,57254,3.59,3.4251457511324785,3.420083202530443,0.005062548602035477,-0.006303798440695429
ASC,2021-02-04,3.46,3.52,3.435,3.45,27893,3.45,3.3951722513383835,3.4064898587328787,-0.011317607394495166,-0.009145385201378156
ASC,2021-02-03,3.37,3.5,3.37,3.5,81522,3.5,3.3852035697635445,3.403009047431509,-0.01780547766796436,-0.008602329653098902
ASC,2021-02-02,3.37,3.42,3.29,3.31,32827,3.3100000000000005,3.3643314915387346,3.39524977122603,-0.030918279687295325,-0.006301542649382536
ASC,2021-02-01,3.26,3.33,3.25,3.3193,61294,3.3193000000000006,3.3742099445457767,3.4020697529241124,-0.02785980837833524,-0.00014735838990433906
ASC,2021-01-29,3.19,3.33,3.19,3.2827,26223,3.2827,3.384193570826828,3.4086913331580413,-0.024497762331213924,0.006780754107203497
ASC,2021-01-28,3.32,3.35,3.27,3.27,33576,3.27,3.4026469473407968,3.4187706398106847,-0.016123692469888873,0.01460038321680774
ASC,2021-01-27,3.33,3.59,3.33,3.41,95967,3.41,3.4267645741300314,3.4306722909955387,-0.0039077168655072825,0.02228140213848167
ASC,2021-01-26,3.33,3.45,3.295,3.45,52901,3.45,3.4298126785173104,3.4323260742751818,-0.002513395757871795,0.028828681889478906
ASC,2021-01-25,3.31,3.35,3.24,3.28,78770,3.2799999999999985,3.4261422564295487,3.4309121602171966,-0.0047699037876478565,0.036664201301316465
ASC,2021-01-22,3.3,3.35,3.2686,3.3,23325,3.2999999999999985,3.4527135757803764,3.442985133034572,0.009728442745803978,0.04702272757355755
ASC,2021-01-21,3.31,3.3473,3.25,3.25,21895,3.2499999999999987,3.480479680467717,3.454423943677338,0.026055736790379317,0.056346298780495824
ASC,2021-01-20,3.29,3.35,3.23,3.28,40219,3.28,3.522385076916393,3.4707778591715246,0.05160721774486854,0.06391893927802494
ASC,2021-01-19,3.63,3.64,3.5285,3.54,38798,3.54,3.566455090901192,3.4860400879052467,0.08041500299594517,0.06699686966131403
ASC,2021-01-19,3.63,3.64,3.5285,3.54,38798,3.54,3.5712651074286814,3.4817232949376664,0.08954181249101456,0.06364233632765624
ASC,2021-01-15,3.89,3.9,3.72,3.72,17170,3.72,3.5769496724157137,3.4770611585326794,0.09988851388303432,0.05716746728681654
ASC,2021-01-14,3.65,3.7168,3.65,3.7168,5236,3.7168,3.550940521945844,3.4576260512152936,0.09331447073055,0.04648720563776209
ASC,2021-01-13,3.83,3.8849,3.76,3.7781,63707,3.7780999999999993,3.520784253208725,3.4368921353125175,0.08389211789620754,0.034780389364565
ASC,2021-01-12,3.68,3.77,3.67,3.77,24308,3.77,3.473999571973948,3.4095955061375185,0.06440406583642888,0.02250245723165436
ASC,2021-01-11,3.6,3.65,3.58,3.64,47442,3.64,3.4201813123328466,3.38076314662852,0.0394181657043271,0.012027055080460619
ASC,2021-01-08,3.55,3.59,3.5,3.57,53074,3.57,3.3802142782115467,3.360024198358801,0.02019007985274524,0.005179277424494108
ASC,2021-01-07,3.36,3.36,3.3,3.34,3980,3.3400000000000003,3.3457077833409192,3.3432261342275056,0.002481649113413642,0.0014265768174312153
ASC,2021-01-06,3.35,3.38,3.32,3.35,15048,3.3500000000000005,3.346745562130177,3.3434842249657057,0.003261337164470745,0.0011628087434356084
ASC,2021-01-05,3.34,3.38,3.27,3.38,29730,3.3800000000000003,3.3461538461538463,3.3429629629629627,0.0031908831908831203,0.0006381766381767129
ASC,2021-01-04,3.3,3.35,3.27,3.34,25779,3.3400000000000007,3.34,3.34,0.0,0.0
