Symbol,Date,Open,High,Low,Close,Volume
AAPL,2021-05-28,125.57,125.65,125.53,125.5799,868624
AAPL,2021-05-27,126.36,127.08,126.36,127.04,1189907
AAPL,2021-05-26,126.93,127.29,126.85,127.2858,891208
AAPL,2021-05-25,127.84,127.87,127.6401,127.79,1034503
AAPL,2021-05-24,126.01,126.22,125.97,126.05,995135
AAPL,2021-05-21,127.85,128.0,127.6735,127.82,3093097
AAPL,2021-05-20,125.23,125.52,125.1,125.44,1161132
AAPL,2021-05-19,123.16,123.47,122.86,123.45,1630302
AAPL,2021-05-18,126.56,126.63,126.3,126.41,974191
AAPL,2021-05-17,126.82,126.92,126.41,126.69,1544797
AAPL,2021-05-14,126.27,126.62,126.24,126.51,1210385
AAPL,2021-05-13,124.58,124.85,124.43,124.85,1999409
AAPL,2021-05-12,123.52,124.01,123.31,123.885,1731172
