Symbol,Date,Open,High,Low,Close,Volume,NBRV SMA,NBRV spanTwelveEMA,NBRV spanTwntySixEMA,NBRV_x,NBRV_y
NBRV,2021-01-04,2.47,2.49,2.4,2.42,52137,2.42,2.5834945940127487,2.9494991080577946,-0.36600451404504586,-0.3927887395426072
NBRV,2020-12-31,2.51,2.51,2.42,2.4301,59955,2.4300999999999995,2.6132208838332485,2.991859036702418,-0.37863815286916935,-0.39948479591699754
NBRV,2020-12-30,2.42,2.46,2.395,2.395,61193,2.394999999999999,2.646515589984748,3.036799759638611,-0.3902841696538628,-0.4046964566789546
NBRV,2020-12-29,2.53,2.53,2.41,2.45,166580,2.4499999999999997,2.692245697254702,3.0881437404097003,-0.3958980431549972,-0.40829952843522754
NBRV,2020-12-28,2.65,2.68,2.59,2.595,74754,2.5949999999999998,2.7362903694828304,3.139195239642476,-0.4029048701596452,-0.4113998997552849
NBRV,2020-12-28,2.65,2.68,2.59,2.595,74754,2.595,2.7619795275706176,3.1827308588138736,-0.420751331243256,-0.4135236571541947
NBRV,2020-12-24,2.71,2.715,2.65,2.6799,39707,2.6798999999999986,2.7923394416743665,3.2297493275189835,-0.4374098858446169,-0.41171673863192937
NBRV,2020-12-23,2.7,2.72,2.61,2.6981,140204,2.6980999999999984,2.812782976524252,3.2737372737205015,-0.4609542971962504,-0.4052934518287574
NBRV,2020-12-22,2.5,2.5,2.47,2.485,89582,2.4849999999999977,2.8336344268013884,3.3197882556181417,-0.4861538288167533,-0.39137824048688435
NBRV,2020-12-21,2.45,2.47,2.44,2.4531,77431,2.453099999999998,2.8970225044016407,3.386571316067593,-0.4895488116659528,-0.3676843434044171
NBRV,2020-12-18,2.5,2.5,2.44,2.4798,42013,2.4797999999999982,2.9777356870201213,3.4612490213530016,-0.4835133343328804,-0.3372182263390332
NBRV,2020-12-17,2.38,2.46,2.37,2.44,104569,2.4399999999999986,3.0682694482965065,3.539764943061241,-0.471495494764735,-0.3006444493405714
NBRV,2020-12-16,2.37,2.4,2.32,2.3231,149060,2.3230999999999997,3.18250025707769,3.627746138506141,-0.44524588142845056,-0.2579316879845306
NBRV,2020-12-15,2.46,2.5,2.42,2.48,216457,2.4799999999999978,3.3387548492736334,3.7321178295866315,-0.39336298031299854,-0.21110313962355046
NBRV,2020-12-14,2.58,2.58,2.4466,2.5,506761,2.4999999999999987,3.494892094596112,3.8322872559535615,-0.3373951613574504,-0.16553817945118854
NBRV,2020-12-11,2.44,2.5,2.31,2.4734,1328513,2.473399999999998,3.67578156634086,3.9388702364298473,-0.2630886700889876,-0.1225739339746233
NBRV,2020-12-10,3.42,3.5,3.39,3.49,48869,3.4899999999999984,3.8943963965846526,4.0561078553442345,-0.1617114587595827,-0.08744524994603232
NBRV,2020-12-09,3.68,3.7,3.61,3.64,70323,3.639999999999999,3.9679230141454975,4.101396483771774,-0.1334734696262756,-0.06887869774264495
NBRV,2020-12-08,3.85,3.85,3.75,3.76,74696,3.7599999999999993,4.0275453803537715,4.138308202473516,-0.11076282211974496,-0.05273000477173706
NBRV,2020-12-07,3.85,3.97,3.8,3.8299,76545,3.8299,4.076189994963547,4.168572858671396,-0.09238286370784897,-0.0382218004347353
NBRV,2020-12-04,3.75,3.84,3.75,3.8,71547,3.8,4.120969994047829,4.195666687365108,-0.07469669331727946,-0.02468153461645687
NBRV,2020-12-03,3.88,4.2299,3.72,3.88,147695,3.879999999999998,4.179328174783796,4.227320022354316,-0.04799184757051922,-0.01217774494125122
NBRV,2020-12-02,3.7,3.998,3.64,3.943,225702,3.9429999999999987,4.233751479289942,4.2551056241426615,-0.02135414485271969,-0.003224219283933998
NBRV,2020-12-01,4.303,4.3999,4.291,4.356,14557,4.356,4.286615384615385,4.280074074074073,0.0065413105413112405,0.0013082621082624259
NBRV,2020-11-30,4.34,4.34,4.211,4.274,34474,4.273999999999999,4.274,4.274,0.0,0.0
